gene,sector,Product,function,functional class,general class,location,envelope_function,COG_functionname,COG_function,COG-id,cAMP
pepT,s-sector,peptidase T,,,,CP,,Amino acid transport and metabolism,E,COG2195,no
perR,rca-sector,putative transcriptional regulator PerR,,,,CP,,Transcription,K,COG0583,no
pfkA,a-sector,6-phosphofructokinase I,,,,CP,,Carbohydrate transport and metabolism,G,COG0205,no
pfkB,ra-sector,6-phosphofructokinase II,,,,CP,,Carbohydrate transport and metabolism,G,COG1105,no
pflA,a-sector,pyruvate formate-lyase activating enzyme,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG1180,no
pflB,s-sector,pyruvate formate-lyase,,,,CP,,Energy production and conversion,C,COG1882,yes
pflC,rca-sector,putative pyruvate formate-lyase 2 activating enzyme PflC,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG1180,no
pflD,s-sector,putative formate acetyltransferase 2,,,,CP,,Energy production and conversion,C,COG1882,no
pgaA,rca-sector,"partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine outer membrane porin",,,,OM,membrane protein,General function prediction only,R,COG0457,no
pgaB,rca-sector,"poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine <i>N</i>-deacetylase and &beta;-1,6 glycoside hydrolase",,,,CP,,notdefined,GM,COG0726,no
pgaC,rca-sector,poly-<i>N</i>-acetyl-D-glucosamine synthase subunit PgaC,,,,IM,other,Cell motility,N,COG1215,no
pgaD,rca-sector,poly-<i>N</i>-acetyl-D-glucosamine synthase subunit PgaD,,,,IM,membrane protein,notdefined,notdefined,,no
pgi,u-sector,glucose-6-phosphate isomerase,,,,CP,,Carbohydrate transport and metabolism,G,COG0166,yes
pgk,u-sector,PGK,,,,CP,,Carbohydrate transport and metabolism,G,COG0126,no
pgl,a-sector,6PGLUCONOLACT-MONOMER,,,,CP,,Carbohydrate transport and metabolism,G,COG2706,no
pgm,rca-sector,PHOSPHOGLUCMUT-MONOMER,,,,CP,,Carbohydrate transport and metabolism,G,COG0033,no
pgpA,s-sector,phosphatidylglycerophosphatase A,,,,IM,other,Lipid transport and metabolism,I,COG1267,no
pgpB,s-sector,phosphatidylglycerophosphatase B,,,,IM,other,Lipid transport and metabolism,I,COG0671,no
pgpC,s-sector,phosphatidylglycerophosphatase C,,,,CP,,Amino acid transport and metabolism,E,COG0560,no
pgrR,rca-sector,DNA-binding transcriptional repressor PgrR,,,,CP,,Transcription,K,COG0583,no
pgsA,s-sector,PHOSPHAGLYPSYN-MONOMER,,,,IM,other,Lipid transport and metabolism,I,COG0558,no
pheA,a-sector,fused chorismate mutase/prephenate dehydratase,,,,CP,,Amino acid transport and metabolism,E,COG0077,no
pheL,s-sector,<i>phe</i> operon leader peptide,,,,CP,,notdefined,notdefined,,no
pheM,rca-sector,<i>pheST-ihfA</i> operon leader peptide,,,,CP,,notdefined,notdefined,,no
pheP,r-sector,PHEP-MONOMER,,,,IM,transporter,Amino acid transport and metabolism,E,COG1113,yes
pheS,ra-sector,phenylalanine&mdash;tRNA ligase subunit &alpha;,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0016,no
pheT,r-sector,phenylalanine&mdash;tRNA ligase subunit &beta;,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0072,no
phnC,ra-sector,phosphonate ABC transporter ATP binding subunit,,,,CP,,Inorganic ion transport and metabolism,P,COG3638,no
phnD,s-sector,phosphonate ABC transporter periplasmic binding protein,,,,PE,transporter,Inorganic ion transport and metabolism,P,COG3221,no
phnE_1,rca-sector,,,,,CP,,notdefined,notdefined,,no
phnE_2,rca-sector,,,,,CP,,notdefined,notdefined,,no
phnF,rca-sector,putative transcriptional regulator PhnF,,,,CP,,Transcription,K,COG2188,no
phnG,rca-sector,carbon-phosphorus lyase core complex subunit PhnG,,,,CP,,Inorganic ion transport and metabolism,P,COG3624,no
phnH,ra-sector,carbon-phosphorus lyase core complex subunit PhnH,,,,CP,,Inorganic ion transport and metabolism,P,COG3625,no
phnI,rca-sector,carbon-phosphorus lyase core complex subunit PhnI,,,,CP,,Inorganic ion transport and metabolism,P,COG3626,no
phnJ,rca-sector,carbon-phosphorus lyase core complex subunit PhnJ,,,,CP,,Inorganic ion transport and metabolism,P,COG3627,no
phnK,ra-sector,carbon-phosphorus lyase subunit PhnK,,,,CP,,Inorganic ion transport and metabolism,P,COG4107,no
phnL,ra-sector,methylphosphonate degradation complex subunit PhnL,,,,CP,,Inorganic ion transport and metabolism,P,COG4778,no
phnM,rca-sector,RPnTP hydrolase,,,,CP,,Inorganic ion transport and metabolism,P,COG3454,no
phnN,s-sector,EG10723-MONOMER,,,,CP,,Carbohydrate transport and metabolism,G,COG3709,no
phnO,s-sector,aminoalkylphosphonate <i>N</i>-acetyltransferase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0456,no
phnP,rca-sector,"5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase",,,,CP,,Inorganic ion transport and metabolism,P,COG1235,no
phoA,rca-sector,alkaline phosphatase,,,,PE,other,notdefined,PR,COG1785,no
phoB,rca-sector,"Phosphorylated DNA-binding transcriptional dual regulator PhoB // ""DNA-binding transcriptional dual regulator PhoB""",,,,CP,,notdefined,TK,COG0745,no
phoE,rca-sector,outer membrane porin PhoE,,,,OM,transporter,Cell wall/membrane/envelope biogenesis,M,COG3203,no
phoH,s-sector,ATP-binding protein PhoH,,,,CP,,Signal transduction mechanisms,T,COG1702,no
phoP,ra-sector,"Phosphorylated DNA-binding transcriptional dual regulator PhoP // ""DNA-binding transcriptional dual regulator PhoP""",,,,CP,,notdefined,TK,COG0745,no
phoQ,ra-sector,sensory histidine kinase PhoQ,,,,IM,other,Signal transduction mechanisms,T,COG2205,no
phoR,rca-sector,sensory histidine kinase PhoR,,,,IM,other,Signal transduction mechanisms,T,COG5002,no
phoU,ra-sector,negative regulator of the <i>pho</i> regulon,,,,CP,,Inorganic ion transport and metabolism,P,COG0704,no
php,rca-sector,putative hydrolase,,,,CP,,General function prediction only,R,COG1735,no
phr,rca-sector,deoxyribodipyrimidine photolyase (photoreactivation),,,,CP,,"Replication, recombination and repair",L,COG0415,no
pinE,ra-sector,e14 prophage; site-specific DNA recombinase,,,,CP,,"Replication, recombination and repair",L,COG1961,no
pinH,rca-sector,putative invertase fragment,,,,CP,,notdefined,notdefined,,no
pinQ,rca-sector,Qin prophage; putative site-specific recombinase,,,,CP,,"Replication, recombination and repair",L,COG1961,no
pinR,rca-sector,Rac prophage; putative site-specific recombinase,,,,CP,,"Replication, recombination and repair",L,COG1961,no
pitA,a-sector,metal phosphate:H<sup>+</sup> symporter PitA,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0306,no
pitB,rca-sector,metal phosphate:H<sup>+</sup> symporter PitB,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0306,no
plaP,r-sector,YEEF-MONOMER,,,,IM,transporter,Amino acid transport and metabolism,E,COG0531,no
pldA,ra-sector,outer membrane phospholipase A,,,,OM,other,Cell wall/membrane/envelope biogenesis,M,COG2829,no
pldB,s-sector,lysophospholipase L2,,,,CP,,Lipid transport and metabolism,I,COG2267,no
pliG,ra-sector,inhibitor of g-type lysozyme,,,,PE,other,notdefined,notdefined,,no
plsB,s-sector,glycerol-3-phosphate 1-<i>O</i>-acyltransferase,,,,CP,,Lipid transport and metabolism,I,COG2937,no
plsC,s-sector,1-acylglycerol-3-phosphate <i>O</i>-acyltransferase,,,,IM,other,Lipid transport and metabolism,I,COG0204,no
plsX,ra-sector,putative phosphate acyltransferase,,,,CP,,Lipid transport and metabolism,I,COG0416,no
pmbA,a-sector,metalloprotease PmbA,,,,CP,,General function prediction only,R,COG0312,no
pmrD,rca-sector,signal transduction protein PmrD,,,,CP,,notdefined,notdefined,,no
pmrR,s-sector,putative bitopic inner membrane protein,,,,CP,,notdefined,notdefined,,no
pncA,ra-sector,nicotinamidase,,,,CP,,notdefined,HR,COG1335,no
pncB,ra-sector,NICOTINATEPRIBOSYLTRANS-MONOMER,,,,CP,,Coenzyme transport and metabolism,H,COG1488,yes
pncC,s-sector,NMN aminohydrolase,,,,CP,,Coenzyme transport and metabolism,H,COG1546,no
pnp,rc-sector,polynucleotide phosphorylase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG1185,no
pntA,u-sector,pyridine nucleotide transhydrogenase subunit &alpha;,,,,IM,other,Energy production and conversion,C,COG3288,no
pntB,u-sector,pyridine nucleotide transhydrogenase subunit &beta;,,,,IM,other,Energy production and conversion,C,COG1282,no
pnuC,a-sector,PNUC-MONOMER,,,,IM,transporter,Coenzyme transport and metabolism,H,COG3201,no
polA,s-sector,DNA polymerase I,,,,CP,,"Replication, recombination and repair",L,COG0258,no
polB,ra-sector,DNA polymerase II,,,,CP,,"Replication, recombination and repair",L,COG0417,yes
potA,r-sector,spermidine preferential ABC transporter ATP binding subunit,,,,CP,,Amino acid transport and metabolism,E,COG3842,no
potB,r-sector,spermidine preferential ABC transporter membrane subunit PotB,,,,IM,transporter,Amino acid transport and metabolism,E,COG1176,no
potC,r-sector,spermidine preferential ABC transporter membrane subunit PotC,,,,IM,transporter,Amino acid transport and metabolism,E,COG1177,no
potD,u-sector,spermidine preferential ABC transporter periplasmic binding protein,,,,PE,transporter,Amino acid transport and metabolism,E,COG0687,no
potE,rca-sector,putrescine:H<sup>+</sup> symporter / putrescine:ornithine antiporter PotE,,,,IM,transporter,Amino acid transport and metabolism,E,COG0531,no
potF,ra-sector,putrescine ABC transporter periplasmic binding protein,,,,PE,transporter,Amino acid transport and metabolism,E,COG0687,no
potG,ra-sector,putrescine ABC transporter ATP binding subunit,,,,CP,,Amino acid transport and metabolism,E,COG3842,no
potH,ra-sector,putrescine ABC transporter membrane subunit PotH,,,,IM,transporter,Amino acid transport and metabolism,E,COG1176,no
potI,ra-sector,putrescine ABC transporter membrane subunit PotI,,,,IM,transporter,Amino acid transport and metabolism,E,COG1177,no
poxB,s-sector,pyruvate oxidase,,,,CP,,notdefined,EH,COG0028,no
ppa,u-sector,inorganic pyrophosphatase,,,,CP,,notdefined,CP,COG0221,no
ppc,a-sector,phosphoenolpyruvate carboxylase,,,,CP,,Energy production and conversion,C,COG2352,no
ppdA,rca-sector,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA,,,,CP,,notdefined,NUW,COG2165,no
ppdB,rca-sector,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB,,,,CP,,"Intracellular trafficking, secretion, and vesicular transport",U,COG4795,no
ppdC,rca-sector,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC,,,,CP,,notdefined,NW,COG4967,no
ppdD,rca-sector,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD,,,,CP,,notdefined,NW,COG4969,yes
pphA,rca-sector,phosphoprotein phosphatase 1,,,,CP,,Signal transduction mechanisms,T,COG0639,no
pphB,rca-sector,phosphoprotein phosphatase 2,,,,CP,,Signal transduction mechanisms,T,COG0639,yes
ppiA,a-sector,peptidyl-prolyl <i>cis-trans</i> isomerase A,,,,PE,other,"Posttranslational modification, protein turnover, chaperones",O,COG0652,yes
ppiB,a-sector,peptidyl-prolyl <i>cis-trans</i> isomerase B,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0652,yes
ppiC,u-sector,peptidyl-prolyl <i>cis-trans</i> isomerase C,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0760,no
ppiD,rca-sector,periplasmic folding chaperone,,,,IM,other,"Posttranslational modification, protein turnover, chaperones",O,COG0760,no
ppk,a-sector,polyphosphate kinase,,,,CP,,Inorganic ion transport and metabolism,P,COG0855,no
pppA,ra-sector,prepilin peptidase,,,,IM,other,notdefined,NU,COG1989,no
ppsA,c-sector,phosphoenolpyruvate synthetase,,,,CP,,Carbohydrate transport and metabolism,G,COG0574,yes
ppsR,s-sector,posphoenolpyruvate synthetase regulatory protein,,,,CP,,Signal transduction mechanisms,T,COG1806,no
pptA,s-sector,putative 4-oxalocrotonate tautomerase (4-OT),,,,CP,,"Secondary metabolites biosynthesis, transport and catabolism",Q,COG1942,no
ppx,a-sector,exopolyphosphatase,,,,CP,,notdefined,FTP,COG0248,no
pqiA,rca-sector,intermembrane transport protein PqiA,,,,IM,membrane protein,Function unknown,S,COG2995,no
pqiB,rca-sector,intermembrane transport protein PqiB,,,,CP,,Cell wall/membrane/envelope biogenesis,M,COG1463,no
pqqL,c-sector,putative zinc peptidase,,,,CP,,General function prediction only,R,COG0612,no
prc,rca-sector,tail-specific protease,,,,IM,other,"Posttranslational modification, protein turnover, chaperones",O,COG0793,no
preA,rca-sector,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,,,,CP,,Nucleotide transport and metabolism,F,COG0167,no
preT,s-sector,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,,,,CP,,notdefined,ER,COG0493,yes
prfA,ra-sector,peptide chain release factor RF1,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0216,no
prfB,r-sector,peptide chain release factor RF2,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG1186,no
prfC,r-sector,peptide chain release factor RF3,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG4108,no
prfH,a-sector,putative peptide chain release factor,,,,CP,,notdefined,notdefined,,no
priA,r-sector,primosome factor N',,,,CP,,"Replication, recombination and repair",L,COG1198,no
priB,r-sector,primosomal replication protein N,,,,CP,,"Replication, recombination and repair",L,COG2965,no
priC,rca-sector,primosomal replication protein N'',,,,CP,,"Replication, recombination and repair",L,COG3923,no
prkB,s-sector,putative phosphoribulokinase,,,,CP,,Carbohydrate transport and metabolism,G,COG3954,no
prlC,a-sector,oligopeptidase A,,,,CP,,Amino acid transport and metabolism,E,COG0339,no
prlF,s-sector,antitoxin PrlF,,,,CP,,notdefined,KV,COG2002,no
prmA,u-sector,methyltransferase for 50S ribosomal subunit protein L11,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2264,no
prmB,a-sector,50S ribosomal subunit protein L3 <i>N</i><sup>5</sup>-glutamine methyltransferase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2890,no
prmC,ra-sector,EG12424-MONOMER,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG2890,no
proA,ra-sector,glutamate-5-semialdehyde dehydrogenase,,,,CP,,Amino acid transport and metabolism,E,COG0014,no
proB,ra-sector,glutamate 5-kinase,,,,CP,,Amino acid transport and metabolism,E,COG0263,no
proC,a-sector,pyrroline-5-carboxylate reductase,,,,CP,,Amino acid transport and metabolism,E,COG0345,no
proP,ra-sector,osmolyte:H<sup>+</sup> symporter ProP,,,,IM,transporter,notdefined,GEPR,COG0477,yes
proQ,ra-sector,RNA chaperone ProQ,,,,CP,,Signal transduction mechanisms,T,COG3109,no
proS,r-sector,proline&mdash;tRNA ligase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0442,no
proV,s-sector,glycine betaine ABC transporter ATP binding subunit ProV,,,,CP,,Inorganic ion transport and metabolism,P,COG2239,no
proW,s-sector,glycine betaine ABC transporter membrane subunit ProW,,,,IM,transporter,Amino acid transport and metabolism,E,COG4176,no
proX,s-sector,glycine betaine ABC transporter periplasmic binding protein ProX,,,,PE,transporter,Amino acid transport and metabolism,E,COG2113,no
proY,ra-sector,putative transporter ProY,,,,IM,transporter,Amino acid transport and metabolism,E,COG1113,no
prpB,rca-sector,2-methylisocitrate lyase,,,,CP,,Carbohydrate transport and metabolism,G,COG2513,yes
prpC,rca-sector,2-methylcitrate synthase,,,,CP,,Energy production and conversion,C,COG0372,no
prpD,rca-sector,G6199-MONOMER,,,,CP,,Carbohydrate transport and metabolism,G,COG2079,no
prpE,rca-sector,propionyl-CoA synthetase,,,,CP,,Lipid transport and metabolism,I,COG0365,no
prpR,rca-sector,DNA-binding transcriptional dual regulator PrpR,,,,CP,,notdefined,KT,COG3829,yes
prs,rca-sector,PRPPSYN-MONOMER,,,,CP,,notdefined,FE,COG0462,no
psd,s-sector,"phosphatidylserine decarboxylase proenzyme // ""phosphatidylserine decarboxylase, &beta; subunit"" // ""phosphatidylserine decarboxylase, &alpha; subunit""",,,,CP,,Lipid transport and metabolism,I,COG0688,no
psiE,a-sector,putative phosphate starvation-inducible protein,,,,IM,other,General function prediction only,R,COG3223,yes
psiF,rca-sector,PsiF family protein,,,,CP,,notdefined,notdefined,,no
pspA,ra-sector,phage shock protein A,,,,CP,,notdefined,KT,COG1842,no
pspB,rca-sector,phage shock protein B,,,,IM,other,notdefined,notdefined,,no
pspC,rca-sector,phage shock protein C,,,,IM,other,notdefined,KT,COG1983,no
pspD,rca-sector,phage shock protein D,,,,IM,other,notdefined,notdefined,,no
pspE,rca-sector,thiosulfate sulfurtransferase PspE,,,,PE,other,Inorganic ion transport and metabolism,P,COG0607,no
pspF,u-sector,DNA-binding transcriptional dual regulator PspF,,,,CP,,notdefined,KT,COG1221,no
pspG,rca-sector,phage shock protein G,,,,CP,,notdefined,notdefined,,no
pssA,s-sector,phosphatidylserine synthase,,,,CP,,Lipid transport and metabolism,I,COG1502,no
pstA,ra-sector,phosphate ABC transporter membrane subunit PstA,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0581,no
pstB,ra-sector,phosphate ABC transporter ATP binding subunit,,,,CP,,Inorganic ion transport and metabolism,P,COG1117,no
pstC,rca-sector,phosphate ABC transporter membrane subunit PstC,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0573,no
pstS,rca-sector,phosphate ABC transporter periplasmic binding protein,,,,PE,transporter,Inorganic ion transport and metabolism,P,COG0226,no
psuG,s-sector,pseudouridine-5'-phosphate glycosidase,,,,CP,,Nucleotide transport and metabolism,F,COG2313,no
psuK,rca-sector,putative pseudouridine kinase,,,,CP,,Carbohydrate transport and metabolism,G,COG0524,yes
psuT,rca-sector,YEIM-MONOMER,,,,IM,transporter,Nucleotide transport and metabolism,F,COG1972,no
pta,ra-sector,phosphate acetyltransferase,,,,CP,,Energy production and conversion,C,COG0280,no
pth,s-sector,peptidyl-tRNA hydrolase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0193,no
ptrA,s-sector,protease 3,,,,PE,other,"Posttranslational modification, protein turnover, chaperones",O,COG1025,no
ptrB,s-sector,oligopeptidase B,,,,CP,,Amino acid transport and metabolism,E,COG1770,no
ptsA,s-sector,putative PTS multiphosphoryl transfer protein PtsA,,,,CP,,Carbohydrate transport and metabolism,G,COG1080,no
ptsG,u-sector,"EIIBC<sup>glc</sup> - phosphorylated // ""glucose-specific PTS enzyme IIBC component""",,,,IM,transporter,Carbohydrate transport and metabolism,G,COG1263,yes
ptsH,a-sector,"HPr - phosphorylated // ""phosphocarrier protein HPr""",,,,CP,,notdefined,TG,COG1925,yes
ptsI,a-sector,PTS enzyme I,,,,CP,,Carbohydrate transport and metabolism,G,COG1080,yes
ptsN,s-sector,"PtsN-phosphorylated // ""phosphotransferase system enzyme IIA(Ntr)""",,,,CP,,notdefined,GT,COG1762,no
ptsP,a-sector,"PtsP-phosphorylated // ""phosphoenolpyruvate-protein phosphotransferase PtsP""",,,,CP,,Signal transduction mechanisms,T,COG3605,no
purA,a-sector,adenylosuccinate synthetase,,,,CP,,Nucleotide transport and metabolism,F,COG0104,no
purB,u-sector,adenylosuccinate lyase,,,,CP,,Nucleotide transport and metabolism,F,COG0015,no
purC,r-sector,phosphoribosylaminoimidazole-succinocarboxamide synthase,,,,CP,,Nucleotide transport and metabolism,F,COG0152,no
purD,u-sector,GLYCRIBONUCSYN-MONOMER,,,,CP,,Nucleotide transport and metabolism,F,COG0151,no
purE,r-sector,<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase,,,,CP,,Nucleotide transport and metabolism,F,COG0041,no
